longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,phone,forwardPE,currentPrice,recommendationKey,marketCap,recommendationMean
"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. FLEX Options are customized equity or index options contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",86400,2,31.2076,31.24,30.9491,34.36,31.2076,31.24,30.9491,34.36,27.307112,256664,256664,17477,57970,57970,29.39,32.68,3200,1200,0.0014,61265192,28.177,34.36,30.98868,30.10465,,,31.1566,USD,Defined Outcome,0.0057972996,,AllianzIM,1675209600,Exchange Traded Fund,,,PCX,ETF,FEBW,FEBW,AIM ETF Products Trust AllianzI,Allianzim U.S. Large Cap Buffer20 Feb ETF,1675261800,America/New_York,EST,2a85dbe7-5b3d-3cf6-9709-80bb3da9bbdc,finmb_1798597450,-18000000,,(763) 765-7453,,,,,
"The fund will, under normal circumstances, invest at least 80% of its total assets, plus borrowings for investment purposes (the ""80% basket"") in component securities of the underlying index (""Component Securities""). The underlying index is designed to measure the performance of large and mid- capitalization companies that are ""empowering to minorities,"" and to exhibit risk and return characteristics similar to those of the Morningstar U.S. Large-Mid Cap ® Index.",86400,2,42.91,42.06,42.2323,42.83,42.91,42.06,42.2323,42.83,27.624516,6432,6432,3437,2330,2330,38.54,46.72,900,1800,0.0291,56210968,35.92,43.46,42.4288,40.4081,,,42.8603,USD,Large Blend,0.0488769,1.02,Impact Shares,1531353600,Exchange Traded Fund,0.1278764,0.158771,PCX,ETF,NACP,NACP,Impact Shares Trust I Impact Sh,Impact Shares NAACP Minority Empowerment ETF,1532007000,America/New_York,EST,b9c4c117-12d9-392c-a89b-261f3a81adea,finmb_548711683,-18000000,,(469) 442-8424,,,,,
"Under normal market conditions, the fund will invest not less than 80% of its assets in component securities of the underlying index. The underlying index is designed to track the performance of U.S.-listed, registered closed-end investment companies that have elected to be regulated as ""business development companies"" under the Investment Company Act of 1940, as well as U.S.-listed, non-BDC registered closed-end funds.",86400,2,22.51,22.23,22.1298,22.47,22.51,22.23,22.1298,22.47,11.404991,54311,54311,26722,48260,48260,21.65,22.5,1100,2200,0.112799995,52098544,21.319,23.34,22.27866,22.499895,,,22.26789,USD,Nontraditional Bond,0.034477998,1.01,Virtus,1549497600,Exchange Traded Fund,0.0852516,0.0793022,PCX,ETF,VPC,VPC,Virtus Private Credit Strategy ,Virtus Private Credit ETF,1549636200,America/New_York,EST,d85c8057-8ad0-349a-a11c-1056b63e385c,finmb_599853206,-18000000,,(212) 593-4383,,,,,
"The fund is an actively managed exchange traded fund (“ETF”) that, under normal circumstances, invests at least 80% of its net assets in U.S. Treasuries and investment grade corporate bonds with a 0-10 year weighted average maturity range, including unaffiliated ETFs purchased in the secondary market that invest substantially all of their assets in such fixed income instruments.",86400,2,25.68,25.71,25.67,25.695,25.68,25.71,25.67,25.695,,10040,10040,9342,12800,12800,12.84,38.52,1000,900,0.029000001,56731192,25.14,26.82,25.73506,25.97809,,,25.58,USD,Intermediate Core Bond,0.0007707,,Brookstone Asset Management,1695686400,Exchange Traded Fund,,,BTS,ETF,BAMB,BAMB,Brookstone Intermediate Bond ET,Brookstone Intermediate Bond ETF,1710336600,America/New_York,EST,a75ae753-0caa-3118-bda2-436d194315ec,finmb_1848961636,-18000000,,(402) 895-1600,,,,,
"The fund will invest at least 80% of its net assets in a portfolio of FLexible EXchange® Options (""FLEX Options"") that reference the SPDR® S&P 500® ETF Trust, an exchange-traded fund registered under the Investment Company Act of 1940. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation, FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",86400,2,37.4043,36.94,37.205,37.3099,37.4043,36.94,37.205,37.3099,27.761986,4073,4073,13152,5620,5620,33.66,40.82,3100,3100,,52017004,29.562,37.747,36.88178,34.285557,,,37.6026,USD,Trading--Leveraged Equity,0.0327188,0.85,Innovator ETFs,1617148800,Exchange Traded Fund,0.1221926,,BTS,ETF,XDSQ,XDSQ,Innovator ETFs Trust Innovator ,Innovator U.S. Equity Accelerated ETF – Quarterly,1617283800,America/New_York,EST,db2b4fa4-ba45-3c28-82e5-3c8a8d3860e1,finmb_709996614,-18000000,,(215) 979-3750,,,,,
"Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the FTSE Switzerland Capped Index and in depositary receipts representing such securities. The FTSE Switzerland Capped Index is based on the FTSE Switzerland Index and is designed to measure the performance of Swiss large- and mid-capitalization stocks. The fund is non-diversified.",86400,2,34.318,33.92,33.905,34.195,34.318,33.92,33.905,34.195,22.947102,6340,6340,10083,6190,6190,33.34,34.17,1000,1000,0.020299999,51263580,31.11,36.63,32.9594,33.95837,,,33.96,USD,Miscellaneous Region,0.0612343,0.92,Franklin Templeton Investments,1517875200,Exchange Traded Fund,0.024644699,0.0602943,PCX,ETF,FLSW,FLSW,Franklin FTSE Switzerland ETF,Franklin FTSE Switzerland ETF,1518100200,America/New_York,EST,f397d913-f0d7-31f0-8da7-90f6cb7f31b7,finmb_536179198,-18000000,,,,,,,
"Under normal conditions, the fund will invest at least 90% of its net assets (including investment borrowings) in the equity securities that comprise the index. The index is a rules-based equity index designed to track the overall performance of the 50 stocks comprising the NASDAQ U.S. Large Mid Cap Index TM that exhibit the lowest levels of volatility while still maintaining high levels of ""relative strength.""",86400,2,35.2278,34.98,34.98,35.4099,35.2278,34.98,34.98,35.4099,27.84221,997,997,5330,2120,2120,35.29,35.51,200,200,0.0067000003,55854072,28.12,36.62,34.957,32.53365,,,35.34,USD,Large Blend,0.042789303,0.8,First Trust,1536105600,Exchange Traded Fund,0.092464894,0.09743749,NGM,ETF,DVOL,DVOL,First Trust Dorsey Wright Momen,First Trust Dorsey Wright Momentum & Low Volatility ETF,1539869400,America/New_York,EST,657ad291-33f8-3bd0-a546-0d768b23baa0,finmb_571156279,-18000000,,,,,,,
"The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. It also invests at least 80% of its total assets in securities of companies that are economically tied to Colombia. The underlying index is designed to represent the performance of the broad Colombia equity universe. The fund is non-diversified.",86400,2,25.64,25.43,25.2564,25.76,25.64,25.43,25.2564,25.76,7.2431474,54620,54620,41974,137340,137340,25.76,28.16,800,800,0.061300002,33959736,22.3,28.08,23.9384,24.4227,,,24.45,USD,Miscellaneous Region,0.0789474,1.06,Global X Funds,1233792000,Exchange Traded Fund,0.0071451003,-0.029886601,PCX,ETF,GXG,GXG,Global X MSCI Colombia ETF,Global X MSCI Colombia ETF,1234189800,America/New_York,EST,73d6fc70-46a4-3202-a12e-de58027fe262,finmb_52850089,-18000000,,+1 8884938631,,,,,
"Under normal market conditions, the portfolio managers will invest at least 80% of the fund’s net assets, plus any borrowings for investment purposes in floating rate securities. The fund invests principally in securitized credit instruments, including collateralized loan obligations, credit risk transfer securities, floating rate commercial mortgage securities, and mortgage- or asset-backed securities. The fund invests primarily in investment-grade securities but may invest up to 35% of its portfolio in below investment grade securities.",86400,2,50.6221,50.65,50.62,50.66,50.6221,50.65,50.62,50.66,,1254,1254,740,810,810,50.29,50.95,900,800,0.0598,58086176,50.42,51.16,50.7045,50.815445,,,50.694,USD,Ultrashort Bond,0.0037525,,American Century Investments,1678752000,Exchange Traded Fund,,,PCX,ETF,FUSI,FUSI,American Century ETF Trust Amer,American Century Multisector Floating Income ETF,1679491800,America/New_York,EST,bc1186b2-75fa-31be-8379-0a35751efdbb,finmb_1818768168,-18000000,,(816) 531-5575,,,,,
"The fund invests at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of the index. The index uses an objective, rules-based methodology to measure the performance of an equal weight portfolio of approximately 100 large- and mid-capitalization U.S. companies with a high percentage of foreign sales and high free cash flow growth. Free cash flow is a company's cash flow from operations minus its capital expenditures.",86400,2,50.3702,49.21,49.7,49.9003,50.3702,49.21,49.7,49.9003,20.181278,6429,6429,5554,5630,5630,49.67,62.25,1000,1100,0.0047999998,60314404,44.78,51.62,49.8342,49.3067,,,51.289,USD,Mid-Cap Blend,0.0643558,1.23,Pacer,1532304000,Exchange Traded Fund,0.073510796,0.124566406,PCX,ETF,PEXL,PEXL,Pacer US Export Leaders ETF,Pacer US Export Leaders ETF,1539869400,America/New_York,EST,f14c0287-0ae1-35c1-b1e2-848abee3b7bb,finmb_301297429,-18000000,,(610) 644-8100,,,,,
"The fund is actively managed and seeks to invest primarily in equity securities selected from a universe of developed market equities, excluding the United States and Canada, that exhibit value characteristics based on the selection results of a proprietary, quantitative artificial intelligence (“AI”) model developed by Sub-Adviser. The equity securities selected by the AI model typically have a lower price-to-book ratio, a lower price-to-earnings ratio, and greater free cash flow. The fund is non-diversified.",86400,2,41.0219,40.21,40.21,40.4466,41.0219,40.21,40.21,40.4466,13.690814,2350,2350,5889,2760,2760,36.56,44.32,1000,1000,0.0493,65186472,38.49,44.37,40.1972,41.1834,,,40.91,USD,Foreign Large Value,0.0361351,0.95,WisdomTree,1150416000,Exchange Traded Fund,0.040686302,0.040910803,PCX,ETF,AIVI,AIVI,WisdomTree International AI Enh,WisdomTree International Al Enhanced Value Fund,1150464600,America/New_York,EST,a2a5be01-f5af-32ea-a542-3c90ca1a1d75,finmb_27777889,-18000000,,866-909-9473,,,,,
"The fund invests, under normal circumstances, at least 80% of its net assets in companies of the underlying index that receive at least 50% of their revenues or profits from space-related businesses. The underlying index is designed to serve as an equity benchmark for a globally traded portfolio of companies that are engaged in space-related business, such as those utilizing satellite technology. The fund is non-diversified.",86400,2,24.58,23.74,23.55,24.4896,24.58,23.74,23.55,24.4896,15.898324,52994,52994,44123,60460,60460,24.15,24.47,400,400,0.0255,49671840,15.09,25.65,23.3635,19.05672,,,25.2836,USD,Industrials,0.09345391,1.31,Procure ETF Trust II,1554854400,Exchange Traded Fund,0.0385692,0.0066127996,NGM,ETF,UFO,UFO,Procure Space ETF,Procure Space ETF,1554989400,America/New_York,EST,97687874-fe21-30d2-8d8f-a47d35f22cdc,finmb_556901552,-18000000,,,,,,,
"The ETF is an ETF-of-ETFs and as such invests primarily in ETFs (“underlying ETFs”). The underlying ETFs, in turn, invest primarily in individual securities such as common stocks and corporate or government bonds. Under normal market conditions, the ETF may invest in Core Equity underlying ETFs, which generally invest in diversified portfolios of equity securities of well-established U.S. and foreign companies with a wide range of market capitalizations.",86400,2,44.5497,43.7,44.2689,44.2689,44.5497,43.7,44.2689,44.2689,33.47152,390,390,2125,1300,1300,44.27,44.33,1100,1100,0.0166,56129816,38.36,45.75,44.63532,42.694836,,,44.9039,USD,Tactical Allocation,-0.0026053,0.62,Fund X,1025481600,Exchange Traded Fund,0.0633448,0.067217104,PCX,ETF,XRLX,XRLX,FundX Investment Trust FundX Co,FundX Conservative ETF,1697031000,America/New_York,EST,0dc741c5-4628-3d3b-8977-1ca05a2b4aa8,finmb_1852352455,-18000000,,(626) 914-7230,,,,,
"Under normal circumstances, the fund will invest primarily in shares of other investment companies, including exchange-traded funds (“ETFs”), open-end mutual funds, and closed-end funds across four category “sleeves”: core equity, active equity, bonds, and alternatives. The fund may indirectly invest in equity securities of all capitalization ranges and in debt securities of all credit qualities.",86400,2,25.52,25.21,25.18,25.46,25.52,25.21,25.18,25.46,25.602358,4702,4702,13394,10500,10500,23.83,26.61,2200,800,0.0056,53023192,24.26,29.85,27.31366,27.64009,,,26.14,USD,Moderate Allocation,0.035241,,Q3 Asset Management Corporation,1670284800,Exchange Traded Fund,,,BTS,ETF,QVOY,QVOY,Q3 All-Season Active Rotation E,Q3 All-Season Active Rotation ETF,1670423400,America/New_York,EST,35d348e6-da2f-36b8-b7e7-35f27ee65ff5,finmb_1817542616,-18000000,,,,,,,
"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is a modified-market capitalization-weighted index comprised of companies primarily engaged in U.S. regional banking activities, as determined by the index provider. The underlying index is designed to track the performance of U.S. regional banking and thrift companies that are publicly-traded in the U.S.",86400,2,63.175,61.0285,60.9,62.5235,63.175,61.0285,60.9,62.5235,16.071848,2987,2987,5783,1820,1820,61.42,62.09,200,200,0.0269,55116916,46.02,69.75,62.9178,56.16165,,,62.29,USD,Financial,0.040572,1.0,Invesco,1320105600,Exchange Traded Fund,0.0110821,0.0670383,NGM,ETF,KBWR,KBWR,Invesco KBW Regional Banking ET,Invesco KBW Regional Banking ETF,1320154200,America/New_York,EST,02527467-a1e0-3277-ac37-ed6fdb2df929,finmb_142432153,-18000000,,,,,,,
"The index is comprised of certain U.S. Treasury notes and bonds that are included in the Bloomberg US Treasury Index, along with principal only U.S. Treasury STRIPS. Under normal circumstances, the fund will invest at least 80% of its net assets in a portfolio of U.S. Treasury securities that collectively have an average duration of approximately 20 years, either directly or indirectly. The index is comprised of certain U.S. Treasury notes and bonds that are included in the Bloomberg US Treasury Index. It is non-diversified.",86400,2,38.3918,39.05,38.6881,39.3,38.3918,39.05,38.6881,39.3,,10384,10384,14430,25750,25750,35.26,42.0,800,900,0.0465,52524364,37.212,49.86,39.54936,41.365395,,,38.2972,USD,Long Government,-0.007774,,BondBloxx Investment Management,1663027200,Exchange Traded Fund,,,PCX,ETF,XTWY,XTWY,BondBloxx ETF Trust BondBloxx B,Bondbloxx Bloomberg Twenty Year Target Duration US Treasury ETF,1665581400,America/New_York,EST,29e5bfde-820e-33de-8eea-152c483d9934,finmb_1793603542,-18000000,,(800) 896-5089,,,,,
,86400,2,31.89,29.85,28.76,33.209,31.89,29.85,28.76,33.209,68.27465,1377899,1377899,574900,792590,792590,32.83,33.03,100,100,,,19.151,35.03,27.421059,27.421059,,,,USD,,,,,,,,,NGM,EQUITY,PLTU,PLTU,Direxion Daily PLTR Bull 2X Sha,Direxion Daily PLTR Bull 2X Shares,1733927400,America/New_York,EST,e112a08d-2177-3f8b-8213-1a845a3a9732,finmb_1901306127,-18000000,,,,32.99,none,,
"The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of common stocks of U.S. companies selected by a rules-based quantitative methodology developed by the index Provider, which is designed to identify the U.S. common stocks with the most ""positive insights"" collected from online sources including social media, news articles, blog posts and other alternative datasets. The fund is non-diversified.",86400,2,25.515,24.64,24.64,25.5,25.515,24.64,24.64,25.5,35.49178,20984,20984,19777,14270,14270,25.39,25.41,3100,3200,0.005,55944744,18.04,27.2,25.62376,22.27168,,,26.09,USD,Large Growth,0.047227804,1.69,VanEck,1614643200,Exchange Traded Fund,0.11596461,,PCX,ETF,BUZZ,BUZZ,VanEck Social Sentiment ETF,VanEck Social Sentiment ETF,1614868200,America/New_York,EST,98151caa-1deb-3744-9009-84ca8b549adc,finmb_698510268,-18000000,,888-658-8287,,,,,
