symbol;fund_name;asset_class;assets;maxAge;ytdReturn;fiftyTwoWeekLow;fiftyTwoWeekHigh;fiftyDayAverage;navPrice;currency;category;threeYearAverageReturn;fiveYearAverageReturn;longBusinessSummary;bid;ask;bidSize;askSize
URNJ;Sprott Junior Uranium Miners ETF;Equity;2,6008E+11;86400;1496233;1639;313;210067;2144;USD;Natural Resources;;;"The fund will, under normal circumstances, invest at least 80% of its total assets in securities of the index. The index is designed to track the performance of companies that derive at least 50% of their revenue and/or assets from (i) mining, exploration, development, and production of uranium; (ii) earning uranium royalties; and/or (iii) supplying uranium. The index generally consists of from 30 to 40 constituents. The fund is non-diversified.";1893;1928;200;200
BUFG;FT Vest Buffered Allocation Growth ETF;Equity;2,5982E+11;86400;216327;2167;2513;2472544;2505;USD;Defined Outcome;86966895;;The fund seeks to achieve its investment objective by investing in a portfolio of ETFs that seek to provide investors with returns (before fees and expenses) based on the price return of the SPDR® S&P 500® ETF Trust (“SPY”), up to a predetermined cap, while providing a defined buffer against losses of SPY over a defined one-year period. The investment objective of SPY is to seek to provide investment results that, before expenses, correspond generally to the price and yield performance of the S&P 500® Index.;1774;2723;800;800
SWAN;Amplify BlackSwan Growth & Treasury Core ETF;Asset Allocation;2,5929E+11;86400;206671;2602;3126;30085;300112;USD;Equity Hedged;-4229;32658;"The fund will invest at least 80% of its net assets in the securities that comprise the index, which will primarily include U.S. Treasury securities and long-dated call options (""LEAP Options"") on the SPDR S&P 500 ETF Trust (""SPY""). The index is a rules-based, quantitative index that seeks to provide capital protection against the unpredictable, rare and highly disruptive events that have come to be referred to as ""Black Swans.""";2798;3119;900;1000
DAPR;FT Vest U.S. Equity Deep Buffer ETF - April;Equity;2,5928E+11;86400;136176;3282;3776;373242;377;USD;Defined Outcome;688151;;"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (""FLEX Options"") that reference the price performance of the SPDR® S&P 500® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.";340;4122;800;1400
DMAY;FT Vest U.S. Equity Deep Buffer ETF - May;Equity;2,5864E+11;86400;216621;36645;41708;410667;4162;USD;Defined Outcome;693927;;"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (""FLEX Options"") that reference the price performance of the SPDR® S&P 500® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.";3862;4374;3000;2900
CSMD;Congress SMid Growth ETF;Equity;2,5827E+11;86400;61831597;27271;3227;3098876;31802;USD;Mid-Cap Growth;;;The fund is an actively-managed exchange-traded fund (“ETF”). The fund seeks to achieve its investment objective by investing at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of small and mid-capitalization companies. The fund invests primarily in publicly traded stocks of U.S. companies which the adviser considers to have a small to mid-size market capitalization.;2835;3178;800;2200
DSEP;FT Vest U.S. Equity Deep Buffer ETF - September;Equity;2,5801E+11;86400;186352;3714;4139;4084488;4134;USD;Defined Outcome;85644595;;Under normal market conditions, the fund will invest substantially all of its assets in FLEX Options that reference the price performance of the SPDR® S&P 500® ETF Trust. The fund is non-diversified.;3699;4485;3200;900
DFNL;Davis Select Financial ETF;Equity;2,5714E+11;86400;536729;2992;4217;3959844;4008182;USD;Financial;1178237;12512049;The fund's investment adviser, uses the Davis Investment Discipline to invest, under normal market conditions, at least 80% of its net assets plus any borrowings for investment purposes in securities issued by companies principally engaged in the financial services sector. The fund's portfolio generally contains between 15 and 35 companies. It invests, principally, in common stocks. The fund may invest in large, medium or small companies without regard to market capitalization and may invest in issuers in foreign countries, including countries with developed or emerging markets. It is non-diversified.;3697;4348;900;900
PBE;Invesco Biotechnology & Genome ETF;Equity;2,5685E+11;86400;37813798;5932;7284;68615;6905;USD;Health;488675;44727996;The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index was composed of common stocks of U.S. biotechnology and genome companies. These companies are engaged principally in the research, development, manufacture and marketing and distribution of various biotechnological products, services and processes, etc. It is non-diversified.;6704;7009;900;900
EIS;iShares MSCI Israel ETF;Equity;2,5646E+11;86400;56975998;572;8271;769952;8106317;USD;Miscellaneous Region;53794898;763672;The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index rhat is designed to measure the performance of the large-, mid- and small-capitalization segments of the equity market in Israel. The fund is non-diversified.;7828;8271;1000;1100
DMAR;FT Vest US Equity Deep Buffer ETF - March;Equity;2,5641E+11;86400;17852401;3381;38939;3837758;3886;USD;Defined Outcome;73773496;;"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (""FLEX Options"") that reference the price performance of the SPDR® S&P 500® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.";3647;407;800;1000
LDDR;Stone Ridge 2035 Term Income ETF;Fixed Income;2,5625E+11;86400;;81781;911911;8276035;82561;USD;Miscellaneous Fixed Income;;;The fund is an exchange-traded fund (“ETF”) that pursues its investment objective by investing in debt securities issued by the U.S. Treasury (which the manager refers to as “U.S. government bonds”) as well as money market funds that invest exclusively in U.S. government bonds or repurchase agreements collateralized by such securities.;909;9149;1800;1100
MLPB;ETRACS Alerian MLP Infrastructure Index ETN Series B;Equity;2,5623E+11;86400;98917596;2172;27598;2602072;272661;USD;Energy Limited Partnership;2727023;16671489;The ETRACS Alerian MLP Infrastructure Index ETN Series B is senior unsecured debt securities issued by UBS. The index constituents earn the majority of their cash flow from gathering and processing, liquefaction, midstream services, pipeline transportation, rail terminaling and storage of energy commodities.;2732;2736;1000;1100
BTAL;AGF U.S. Market Neutral Anti-Beta Fund;Alternatives;2,5586E+11;86400;-378788;1759;213;185486;178301;USD;Equity Market Neutral;13863799;-295281;The fund will invest primarily in long positions in low beta U.S. equities and short positions in high beta U.S. equities on a dollar neutral basis, within sectors. It will construct a dollar neutral portfolio of long and short positions of U.S. equities by investing primarily in the constituent securities of the Dow Jones U.S. Thematic Market Neutral Low Beta Index in approximately the same weight as they appear in the index. The universe for the index is comprised of the top 1,000 eligible securities by market capitalization, including REITs.;1845;1849;800;800
